"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197" "V198" "V199" "V200"
"84" Inf Inf Inf Inf Inf Inf 4061 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6563 Inf Inf Inf Inf Inf Inf Inf Inf 7710 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4645 Inf Inf Inf Inf 9888 195 Inf Inf Inf Inf Inf Inf Inf Inf 3812 Inf Inf Inf Inf Inf Inf Inf Inf 5330 Inf Inf 2954 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6417 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9312 Inf 4270 4367 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5421 Inf Inf Inf Inf 8763 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2436 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5999 Inf Inf
"85" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1435 2880 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7494 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2792 Inf Inf Inf Inf 1227 Inf Inf Inf 6678 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9888 Inf Inf 7478 Inf Inf Inf Inf Inf 2349 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6060 Inf Inf Inf Inf Inf Inf Inf 1102 Inf Inf Inf Inf Inf Inf Inf Inf Inf 4644 517 Inf Inf 3873 836 Inf Inf 6221 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6669 Inf Inf Inf 3613 Inf Inf Inf Inf Inf Inf 8110 6193 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5525 Inf Inf Inf Inf Inf Inf Inf Inf 1147 Inf Inf 544 Inf Inf Inf Inf Inf Inf Inf Inf
"86" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7517 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6435 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8207 7512 Inf 3588 Inf Inf Inf Inf 7353 Inf Inf Inf Inf 5989 1293 Inf Inf Inf Inf 414 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 259 Inf Inf Inf Inf Inf Inf Inf Inf 195 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4291 Inf 4220 Inf Inf 5230 Inf Inf Inf Inf Inf 937 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1663 Inf 8808 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4447 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7010 Inf Inf 4604 Inf Inf Inf 801 Inf Inf Inf Inf 1115 Inf Inf Inf Inf Inf Inf Inf 9714 Inf Inf Inf
"87" Inf Inf Inf Inf Inf Inf 4976 2833 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2639 2681 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2975 Inf Inf Inf Inf Inf 7875 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4628 Inf 9053 Inf Inf 9403 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3244 Inf 7040 Inf Inf Inf Inf Inf Inf Inf 7478 Inf Inf 8011 Inf Inf Inf Inf Inf 9647 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1219 Inf Inf Inf Inf Inf Inf Inf Inf 518 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4081 19 8712 Inf Inf Inf 3629 Inf Inf 1022 9716 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6921 Inf Inf Inf Inf Inf Inf Inf Inf Inf
"88" Inf Inf Inf Inf Inf 2039 Inf Inf Inf 2539 Inf Inf Inf Inf Inf Inf Inf Inf 2002 3014 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8129 Inf Inf Inf 7759 Inf 502 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3375 Inf Inf Inf Inf Inf 9007 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8011 Inf 6267 Inf Inf Inf Inf 4629 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7322 Inf 6611 Inf Inf Inf Inf Inf Inf Inf Inf Inf 5012 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9026 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6770 2295 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1726 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5547 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"89" Inf Inf Inf 6363 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3089 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3012 Inf Inf Inf Inf Inf 4836 Inf Inf Inf 6942 Inf Inf 5169 7224 6124 Inf Inf Inf Inf Inf Inf 6267 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2736 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1723 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4055 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 858 Inf Inf Inf Inf Inf 6612 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2446 Inf
"90" Inf Inf Inf 9446 8919 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4558 Inf Inf Inf 7372 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7141 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5133 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9076 Inf Inf Inf Inf Inf Inf 1117 Inf Inf Inf 928 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7846 Inf Inf Inf Inf 6223 Inf Inf Inf Inf Inf Inf Inf 4427 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6914 Inf Inf Inf Inf 3149 Inf Inf Inf Inf Inf 7284 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"91" Inf Inf 2483 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7087 Inf Inf 7776 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 424 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1806 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4626 Inf 1105 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4129 Inf Inf Inf Inf 9164 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5553 Inf 383 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3418 Inf Inf Inf Inf Inf Inf 5060 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6625 Inf Inf Inf Inf Inf Inf Inf 1988
"92" 647 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2896 Inf Inf Inf 1704 Inf 5592 Inf Inf Inf Inf Inf Inf Inf Inf Inf 3395 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9006 Inf Inf Inf Inf Inf Inf 96 Inf Inf Inf Inf 6095 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6085 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1844 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3819 Inf Inf Inf Inf Inf Inf 556 Inf 4320 Inf Inf Inf 610 Inf Inf Inf 8080 6763 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3182 Inf Inf Inf Inf Inf Inf Inf Inf 7980 Inf Inf Inf Inf Inf Inf Inf 426 Inf Inf Inf Inf Inf Inf
"93" Inf 8177 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8775 Inf Inf Inf 6132 Inf Inf Inf 8479 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5873 Inf Inf Inf Inf Inf Inf Inf 5576 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2349 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6617 Inf Inf Inf Inf Inf Inf Inf 7477 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7807 Inf Inf 9213 Inf 6543 Inf 4073 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5670 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4071 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"94" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3551 9606 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6976 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 558 Inf Inf Inf Inf Inf Inf Inf Inf 3424 Inf Inf 1427 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9647 4629 Inf Inf Inf 6085 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1299 Inf Inf Inf Inf Inf 3350 Inf Inf Inf Inf 2733 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7116 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9318 9959 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8318 Inf Inf Inf Inf Inf Inf Inf Inf Inf
"95" Inf Inf Inf Inf Inf Inf Inf Inf 9480 Inf Inf Inf Inf Inf Inf Inf Inf 6122 8691 Inf Inf Inf Inf Inf Inf 36 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5264 Inf 6605 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7627 Inf Inf 3812 Inf Inf Inf Inf Inf Inf 1806 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6026 Inf Inf Inf Inf Inf Inf 555 Inf Inf Inf Inf Inf Inf 8126 1104 Inf Inf Inf Inf 2917 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1278 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4092 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 231 Inf Inf Inf Inf
"96" Inf Inf Inf Inf Inf Inf Inf Inf Inf 807 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2431 Inf Inf 425 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5739 Inf Inf Inf Inf Inf Inf Inf Inf 9901 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5638 Inf Inf Inf Inf Inf 4815 Inf Inf 859 Inf Inf Inf Inf Inf Inf 3059 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9639 Inf Inf Inf Inf Inf Inf Inf Inf 712 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9274 Inf Inf Inf 6736 Inf Inf Inf 5643 Inf Inf Inf 1251 Inf Inf Inf Inf Inf Inf 3737 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5939 Inf Inf Inf Inf Inf Inf Inf Inf Inf 8831 Inf Inf Inf Inf Inf Inf Inf
"97" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7026 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5671 Inf Inf Inf Inf Inf Inf Inf Inf Inf 3906 Inf Inf Inf Inf Inf Inf Inf Inf 9063 Inf Inf Inf Inf Inf Inf Inf Inf Inf 9163 Inf 2201 6170 Inf Inf Inf Inf Inf Inf Inf 6534 Inf 1883 Inf Inf Inf Inf 7213 8866 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7969 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4667 Inf Inf 6527 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7065 Inf Inf 4695 Inf Inf Inf 6411 Inf Inf Inf Inf Inf Inf Inf Inf
"98" Inf Inf Inf Inf Inf 5594 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3993 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 990 Inf Inf Inf Inf Inf Inf Inf 3677 Inf 2073 Inf Inf Inf 3909 Inf Inf 980 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6603 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6617 Inf Inf Inf Inf Inf Inf Inf Inf 8330 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5825 Inf 9545 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4614 Inf Inf Inf Inf Inf Inf Inf 1235 Inf Inf Inf 4300 7198 Inf Inf Inf Inf Inf 2093 Inf Inf Inf Inf 5515 Inf Inf Inf Inf Inf Inf 6139 Inf Inf Inf 2364 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2690
"99" 2367 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5717 Inf Inf Inf Inf 6485 Inf Inf Inf Inf Inf Inf Inf 8583 Inf Inf Inf Inf Inf 7757 6169 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 671 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7031 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9140 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1408 Inf Inf Inf Inf 6234 2090 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4990 Inf 4560 Inf Inf Inf 6818 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5675 Inf Inf Inf Inf Inf Inf Inf 2897 3577 Inf Inf Inf Inf Inf Inf Inf Inf Inf 4566 5832 Inf Inf Inf Inf Inf Inf
"100" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 809 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1642 Inf Inf Inf Inf Inf Inf 8612 Inf 1369 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 361 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6216 Inf Inf Inf Inf Inf Inf Inf Inf 1793 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2584 Inf Inf Inf Inf Inf Inf Inf Inf 7178 Inf Inf Inf Inf 2994 Inf 6605 5512 Inf Inf Inf Inf Inf Inf Inf 9522 Inf Inf Inf Inf Inf 6567 Inf Inf Inf 9709 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6674 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"101" Inf Inf 3381 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2775 Inf Inf Inf Inf Inf Inf Inf Inf 6979 Inf Inf Inf 3383 Inf Inf Inf Inf Inf 2885 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6050 3516 Inf Inf 1804 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3205 Inf 4493 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 5024 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8821 Inf Inf Inf Inf Inf Inf Inf Inf 2902 Inf Inf Inf Inf 4042 3619 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1393 Inf Inf Inf Inf Inf 6033 Inf Inf Inf Inf Inf Inf Inf 4083 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9591 Inf Inf Inf 8531 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"102" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6643 Inf Inf 8731 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6906 Inf Inf Inf Inf 5806 4635 1652 3328 5417 Inf 1172 Inf Inf 3377 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8330 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2689 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6814 Inf Inf 6370 Inf Inf Inf 7884 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8230 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 6572 Inf Inf Inf Inf 4462 1334 Inf Inf 3585 Inf 9634 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
"103" Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8083 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 7917 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8383 9314 Inf Inf Inf 1468 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 491 Inf 7409 5248 1318 Inf Inf Inf Inf Inf Inf Inf Inf 8756 Inf Inf Inf Inf Inf Inf Inf 2920 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9654 Inf Inf Inf Inf 9683 Inf Inf Inf Inf 696 Inf Inf Inf 6851
"104" 6647 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4899 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 2726 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1377 Inf Inf Inf Inf Inf 5330 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9639 Inf Inf 9140 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 9213 Inf Inf 8615 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 8162 6236 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 3712 Inf Inf 561 Inf Inf Inf Inf Inf Inf 8827 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 4219 Inf Inf Inf Inf 4174 Inf Inf 7083
